customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.daily
5902-WBLSE,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,70,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),20.15,1411.2,0.6716666666666666
5906-BFOZT,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.5,19.5,0.65
5906-CVLHP,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,45,Con servicio telefónico,No,DSL,No,Yes,No,Yes,No,No,One year,Sí,Credit card (automatic),54.15,2319.8,1.805
5906-DVAPM,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,55,Con servicio telefónico,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Sí,Credit card (automatic),75.0,4213.9,2.5
5908-QMGOE,Abandonó la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,15,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),74.2,1133.9,2.4733333333333336
5909-ECHUI,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,DSL,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,56.25,56.25,1.875
5913-INRQV,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,34,Con servicio telefónico,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,3.0050000000000003
5914-DVBWJ,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Sí,Electronic check,85.45,1505.85,2.8483333333333336
5914-GXMDA,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,0.6433333333333333
5914-XRFQB,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),115.8,8424.9,3.86
5915-ANOEI,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,70,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,5536.5,2.6383333333333336
5915-DGNVC,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,49,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,2.393333333333333
5916-QEWPT,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.0,147.8,2.3
5917-HBSDW,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,37,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,0.645
5917-RYRMG,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,0.66
5918-VUKWP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0.685
5919-TMRGD,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,79.35,79.35,2.645
5919-VCZYM,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,0.6683333333333333
5921-NGYRH,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,64,Con servicio telefónico,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sí,Mailed check,73.55,4764.0,2.4516666666666667
5922-ABDVO,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,19,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,2.9883333333333337
5923-GXUOC,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,10,Con servicio telefónico,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,104.4,1081.45,3.48
5924-IFQTT,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,13,Con servicio telefónico,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Sí,Electronic check,72.8,930.05,2.4266666666666667
5924-SNGKP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,41,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Sí,Credit card (automatic),20.25,865.0,0.675
5928-QLDHB,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,9,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,76.25,684.85,2.5416666666666665
5930-GBIWP,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,69,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Sí,Credit card (automatic),81.5,5553.25,2.716666666666667
5931-FLJJF,Abandonó la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,7,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,70.1,467.55,2.3366666666666664
5934-RMPOV,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,22,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,84.75,1816.75,2.825
5934-TSSAU,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,23,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Sí,Credit card (automatic),75.3,1702.9,2.51
5935-FCCNB,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,17,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,94.2,1608.15,3.14
5937-EORGB,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,15,Con servicio telefónico,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Sí,Electronic check,96.5,1392.25,3.216666666666667
5939-SXWHM,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,48,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,0.8766666666666667
5939-XAIXZ,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,19,Con servicio telefónico,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Sí,Mailed check,56.1,1033.9,1.87
5940-AHUHD,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,2.353333333333333
5940-NFXKV,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,19,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,83.65,1465.75,2.7883333333333336
5944-UGLLK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,53,Sin servicio telefónico,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,1.8299999999999998
5945-AZYHT,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,71,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sí,Electronic check,109.6,7854.15,3.6533333333333333
5947-SGKCL,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,15,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sí,Bank transfer (automatic),105.35,1559.25,3.5116666666666663
5948-UJZLF,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,1.6416666666666666
5949-EBSQK,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,4,Con servicio telefónico,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,2.0483333333333333
5949-HGVJL,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,26,Con servicio telefónico,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,73.05,1959.5,2.435
5949-XIKAE,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,8,Con servicio telefónico,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sí,Electronic check,83.55,680.05,2.7849999999999997
5950-AAAGJ,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,2.81
5951-AOFIH,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,33,Con servicio telefónico,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Sí,Credit card (automatic),66.4,2245.4,2.2133333333333334
5954-BDFSG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Sí,Credit card (automatic),107.5,7853.7,3.5833333333333335
5955-EPOAZ,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,6,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.95,109.5,0.6983333333333334
5955-ERIHD,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,94.7,1687.95,3.1566666666666667
5956-VKDTT,Abandonó la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,5,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.35,334.8,2.478333333333333
5956-YHHRX,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,21,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,104.35,2271.85,3.478333333333333
5959-BELXA,Abandonó la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Credit card (automatic),96.15,3019.25,3.205
5960-MVTUK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Sin servicio telefónico,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Sí,Electronic check,29.75,96.85,0.9916666666666667
5960-WPXQM,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,79.05,79.05,2.635
5961-VUSRV,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),19.35,219.35,0.645
5965-GGPRW,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,3.5083333333333333
5966-EMAZU,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,64,Con servicio telefónico,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Sí,Mailed check,108.5,6880.85,3.6166666666666667
5968-HYJRZ,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,47,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,0.8183333333333334
5968-VXZLG,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),46.6,87.9,1.5533333333333335
5968-XQIVE,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Sí,Electronic check,89.7,6588.95,2.99
5970-GHJAW,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,46,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0.6649999999999999
5973-EJGDP,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,51,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Sí,Electronic check,87.35,4473.0,2.9116666666666666
5975-BAICR,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,36,Con servicio telefónico,No,DSL,Yes,No,Yes,No,No,Yes,One year,Sí,Credit card (automatic),63.7,2188.5,2.1233333333333335
5976-JCJRH,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,10,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,70.3,738.2,2.3433333333333333
5977-CKHON,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,43,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Sí,Bank transfer (automatic),92.55,4039.0,3.085
5980-BDHPY,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),87.1,6230.1,2.9033333333333333
5980-NOPLP,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,44,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,96.1,4364.1,3.203333333333333
5981-ITEMU,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,40,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Bank transfer (automatic),97.1,3706.95,3.2366666666666664
5981-ZVXOT,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,35,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sí,Electronic check,108.35,3726.15,3.6116666666666664
5982-FPVQN,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,37,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sí,Electronic check,95.15,3532.85,3.171666666666667
5982-PSMKW,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,23,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Credit card (automatic),91.1,2198.3,3.0366666666666666
5982-XMDEX,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,65,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,0.8833333333333333
5985-BEHZK,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05,3.5
5985-TBABQ,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,2.4916666666666667
5986-WWXDV,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,39,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,0.645
5989-AXPUC,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,68,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,3.953333333333333
5989-OMNJE,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,24,Sin servicio telefónico,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,1367.75,1.9200000000000002
5989-PGKJB,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,16,Con servicio telefónico,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Sí,Electronic check,86.25,1340.1,2.875
5993-BQHEA,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,0.6683333333333333
5993-JSUWV,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,66,Con servicio telefónico,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Sí,Bank transfer (automatic),61.15,4017.45,2.038333333333333
5995-LFTLE,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,58,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),25.3,1474.35,0.8433333333333334
5995-OIGLP,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,1.8883333333333332
5995-SNNEW,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,23,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,104.45,2184.85,3.481666666666667
5995-WWKKG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,37,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Sí,Electronic check,19.8,695.05,0.66
5996-DAOQL,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.45,20.45,0.6816666666666666
5996-EBTKM,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,67,Con servicio telefónico,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Sí,Bank transfer (automatic),69.9,4615.9,2.33
5996-NRVXR,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,40,Con servicio telefónico,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Sí,Credit card (automatic),98.15,4116.8,3.271666666666667
5997-OPVFA,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),89.05,6254.45,2.9683333333333333
5998-DZLYR,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,61,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Sí,Bank transfer (automatic),94.35,5703.0,3.145
5998-VVEJY,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,26,Con servicio telefónico,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Sí,Electronic check,80.5,2088.8,2.683333333333333
5999-LCXAO,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,0.9966666666666666
6000-APYLU,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,9,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,80.8,713.1,2.6933333333333334
6000-UKLWI,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,41,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,0.6716666666666666
6005-OBZPH,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,26,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sí,Electronic check,89.15,2277.65,2.9716666666666667
6007-TCTST,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),115.8,8476.5,3.86
6008-NAIXK,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,54,Sin servicio telefónico,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Sí,Electronic check,55.45,2966.95,1.8483333333333334
6010-DDPPW,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,70,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,0.8383333333333333
6013-BHCAW,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,61,Con servicio telefónico,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),81.0,4976.15,2.7
6015-VVHHE,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Credit card (automatic),83.15,446.05,2.771666666666667
6016-LVTJQ,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,34,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,0.6883333333333332
6016-NXBNJ,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,35,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Sí,Mailed check,19.15,638.0,0.6383333333333333
6017-PPLPX,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,20,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,70.45,1470.95,2.3483333333333336
6022-KOUQO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,2,Sin servicio telefónico,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0.9683333333333334
6022-UGGSO,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Sí,Electronic check,74.4,2276.95,2.48
6023-GSSXW,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,69,Con servicio telefónico,No,DSL,No,Yes,No,No,No,Yes,Two year,Sí,Credit card (automatic),61.45,4131.2,2.0483333333333333
6023-YEBUP,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,100.95,329.95,3.365
6024-RUGGH,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),25.2,1798.9,0.84
6029-CSMJE,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,17,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,25.65,440.2,0.855
6029-WTIPC,Abandonó la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,37,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,101.1,3744.05,3.3699999999999997
6030-REHUX,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,28,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,110.85,3204.4,3.695
6032-IGALN,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,25.1,25.1,0.8366666666666667
6032-KRXXO,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,30,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,90.25,2755.35,3.0083333333333333
6034-YMTOB,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Sí,Mailed check,75.65,399.45,2.521666666666667
6034-ZRYCV,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,72,Sin servicio telefónico,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Sí,Electronic check,54.2,3937.45,1.8066666666666669
6035-BXTTY,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,1.8216666666666665
6035-RIIOM,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,54,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Sí,Bank transfer (automatic),97.2,5129.45,3.24
6036-TTFYU,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,16,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,0.6533333333333334
